1	62	1671	2747
2	62	1655	3251
1	63	1795	2700
2	63	1779	3204
1	64	1617	2716
2	64	1601	3215
1	65	2033	2726
2	65	2016	3233
1	66	2082	2756
2	66	2066	3263
1	67	1823	2749
2	67	1808	3254
1	68	1848	2749
2	68	1832	3255
1	69	1927	2751
2	69	1910	3257
1	70	1941	2795
2	70	1925	3299
1	71	2342	2761
2	71	2325	3272
1	72	2395	2761
2	72	2379	3271
1	73	2353	2760
2	73	2337	3270
1	74	2235	2757
2	74	2218	3266
1	75	2360	2653
2	75	2344	3161
1	76	2130	2695
2	76	2114	3202
1	77	2329	2678
2	77	2313	3189
1	78	2404	2785
2	78	2387	3296
1	79	2583	2766
2	79	2565	3278
1	80	2591	2679
2	80	2574	3190
1	81	2506	2761
2	81	2488	3272
1	82	2464	2728
2	82	2447	3238
1	83	2770	2756
2	83	2752	3269
1	84	2907	2770
2	84	2889	3286
1	85	2839	2767
2	85	2821	3282
1	86	2956	2812
2	86	2937	3326
1	87	2770	2726
2	87	2752	3239
1	88	3120	2799
2	88	3100	3314
1	89	3135	2800
2	89	3116	3316
1	90	3207	2696
2	90	3189	3212
1	91	3100	2699
2	91	3082	3214
1	92	3073	2738
2	92	3055	3253
1	93	3380	2645
2	93	3362	3161
1	94	3536	2779
2	94	3516	3298
1	95	3562	2725
2	95	3543	3244
1	96	3689	2780
2	96	3671	3301
1	97	3898	2761
2	97	3879	3283
1	98	3923	2780
2	98	3903	3304
1	99	3840	2675
2	99	3820	3196
1	100	3651	2809
2	100	3631	3328
1	101	4206	2787
2	101	4185	3312
1	102	4000	2787
2	102	3979	3310
1	103	3954	2653
2	103	3934	3174
1	104	4152	2735
2	104	4131	3259
1	105	4544	2797
2	105	4521	3324
1	106	4280	2791
2	106	4258	3316
1	107	4258	2788
2	107	4236	3313
1	108	4503	2655
2	108	4482	3178
1	109	4728	2797
2	109	4706	3326
1	110	4690	2797
2	110	4668	3325
1	111	4605	2793
2	111	4584	3321
1	112	4616	2813
2	112	4593	3343
1	113	466	2865
2	113	451	3355
1	114	473	2885
2	114	458	3376
1	115	913	2898
2	115	898	3393
1	116	1412	2829
2	116	1397	3329
1	117	1473	2884
2	117	1457	3382
1	118	1440	2884
2	118	1423	3382
1	119	2166	2901
2	119	2148	3407
1	120	2417	2892
2	120	2399	3400
1	121	2248	2884
2	121	2230	3390
1	122	2371	2873
2	122	2352	3381
1	123	2327	2844
2	123	2309	3354
1	124	2234	2882
2	124	2216	3388
1	125	3021	2896
2	125	3002	3410
1	126	3057	2838
2	126	3038	3352
1	127	3083	2827
2	127	3064	3342
1	128	3921	2897
2	128	3899	3416
1	129	3960	2916
2	129	3938	3437
1	130	4541	2935
2	130	4518	3459
1	131	4563	2888
2	131	4540	3413
1	132	4559	2915
2	132	4536	3440
1	133	4718	2915
2	133	4696	3442
1	134	4751	2938
2	134	4729	3462
1	135	4612	2911
2	135	4590	3437
1	136	4651	2903
2	136	4630	3429
1	137	140	3016
2	137	125	3481
1	138	1121	3103
2	138	1104	3575
1	139	39	2556
2	139	27	3044
1	140	85	2731
2	140	72	3222
1	141	602	2739
2	141	588	3235
1	142	368	2580
2	142	356	3070
1	143	444	2741
2	143	430	3234
1	144	577	2741
2	144	564	3235
1	145	663	2741
2	145	648	3237
1	146	909	2743
2	146	895	3241
1	147	733	2604
2	147	720	3105
1	148	767	2722
2	148	754	3218
1	149	967	2745
2	149	953	3243
1	150	1124	2730
2	150	1108	3230
1	151	1201	2681
2	151	1187	3180
1	152	1128	2757
2	152	1112	3256
1	153	1076	2644
2	153	1062	3141
1	154	941	2623
2	154	927	3119
1	155	1049	2643
2	155	1036	3140
1	156	1157	2707
2	156	1143	3209
1	157	1179	2773
2	157	1163	3274
1	158	1071	2695
2	158	1058	3192
1	159	1390	2711
2	159	1375	3213
1	160	1239	2753
2	160	1223	3253
1	161	1403	2621
2	161	1389	3121
1	162	1479	2699
2	162	1464	3201
1	163	1266	2789
2	163	1250	3289
1	164	1453	2625
2	164	1439	3126
1	165	1724	2759
2	165	1709	3264
1	166	2072	2766
2	166	2055	3274
1	167	2113	2770
2	167	2096	3278
1	168	2090	2663
2	168	2074	3169
1	169	1928	2686
2	169	1913	3191
1	170	2407	2770
2	170	2390	3281
1	171	2237	2770
2	171	2220	3279
1	172	2258	2769
2	172	2240	3278
1	173	2372	2644
2	173	2356	3153
1	174	2662	2774
2	174	2645	3287
1	175	2675	2775
2	175	2657	3288
1	176	2442	2772
2	176	2425	3282
1	177	2606	2703
2	177	2589	3215
1	178	2637	2793
2	178	2619	3307
1	179	2662	2803
2	179	2644	3315
1	180	2558	2805
2	180	2540	3317
1	181	2599	2643
2	181	2582	3154
1	182	2766	2775
2	182	2748	3289
1	183	2895	2778
2	183	2877	3293
1	184	3005	2781
2	184	2987	3297
1	185	2806	2688
2	185	2789	3200
1	186	2940	2809
2	186	2922	3323
1	187	2735	2741
2	187	2717	3252
1	188	3174	2784
2	188	3155	3300
1	189	3208	2678
2	189	3189	3193
1	190	3148	2799
2	190	3129	3316
1	191	3369	2663
2	191	3350	3178
1	192	3478	2799
2	192	3458	3317
1	193	3636	2742
2	193	3616	3263
1	194	3499	2689
2	194	3481	3207
1	195	3724	2792
2	195	3703	3313
1	196	3710	2795
2	196	3689	3316
1	197	3856	2673
2	197	3836	3193
1	198	3873	2795
2	198	3853	3317
1	199	3887	2766
2	199	3866	3287
1	200	3889	2812
2	200	3869	3334
1	201	4070	2797
2	201	4049	3320
1	202	3949	2795
2	202	3930	3318
