Check05	33	100035430	2636	1068
Check05	34	100035430	2619	1593
Check05	35	100035430	2620	2109
Check05	36	100035430	2617	2645
Check05	37	100035430	2596	3171
C13	34	100039714	3205	281
C13	35	100039714	3206	784
C13	36	100039714	3195	1303
C13	37	100039714	3187	1823
C13	38	100039714	3194	2335
C13	39	100039714	3196	2859
C13	40	100039714	3163	3407
C14	34	100039715	1485	328
C14	35	100039715	1479	838
C14	36	100039715	1462	1373
C14	37	100039715	1448	1880
C14	38	100039715	1453	2413
C14	39	100039715	1453	2961
C14	40	100039715	1418	3472
Check06	37	100043075	3057	260
Check06	39	100043075	3028	1283
Check06	40	100043075	3030	1821
Check06	41	100043075	3022	2347
Check06	42	100043075	3003	2869
Check06	43	100043075	2986	3395
C15	38	100044269	4552	282
C15	39	100044269	4527	776
C15	40	100044269	4540	1343
C15	41	100044269	4532	1862
C15	42	100044269	4513	2385
C15	43	100044269	4498	2916
C15	44	100044269	4487	3417
C16	39	100045505	183	532
C16	40	100045505	203	1007
C16	41	100045505	192	1536
C16	42	100045505	175	2046
C16	43	100045505	165	2553
C16	44	100045505	157	3086
C16	45	100045505	141	3607
Check07	40	100046519	2767	271
Check07	41	100046519	2757	784
Check07	42	100046519	2743	1292
Check07	43	100046519	2737	1805
Check07	44	100046519	2723	2311
Check07	45	100046519	2711	2822
Check07	46	100046519	2695	3324
C18	43	100049501	751	385
C18	44	100049501	728	891
C18	45	100049501	715	1385
C18	46	100049501	701	1869
C18	47	100049501	685	2366
C18	48	100049501	660	2842
C18	49	100049501	638	3336
C17	44	100050592	4420	1135
C17	45	100050592	4409	1639
C17	46	100050592	4397	2134
C17	47	100050592	4384	2645
C17	48	100050592	4367	3144
C20	46	100052875	4825	363
C20	47	100052875	4817	860
C20	48	100052875	4810	1343
C20	49	100052875	4804	1830
C20	50	100052875	4794	2336
C20	51	100052875	4793	2821
C20	52	100052875	4798	3287
Check08	46	100052876	2324	1110
Check08	47	100052876	2312	1607
Check08	48	100052876	2295	2087
Check08	49	100052876	2280	2578
Check08	50	100052876	2250	3069
Check08	51	100052876	2245	3575
C19	47	100054129	380	211
C19	48	100054129	365	667
C19	49	100054129	347	1139
C19	50	100054129	325	1593
C19	51	100054129	307	2094
C19	52	100054129	292	2588
C19	53	100054129	267	3066
C19	54	100054129	251	3576
Check09	50	100057423	2558	437
Check09	51	100057423	2539	921
Check09	52	100057423	2523	1392
Check09	53	100057423	2510	1882
Check09	54	100057423	2494	2378
Check09	55	100057423	2486	2860
Check09	56	100057423	2473	3354
C21	53	100060910	543	504
C21	54	100060910	514	1009
C21	55	100060910	498	1503
C21	56	100060910	486	1997
C21	57	100060910	468	2484
C21	58	100060910	459	2987
C21	59	100060910	438	3507
C22	54	100062306	4133	274
C22	55	100062306	4119	758
C22	56	100062306	4109	1266
C22	57	100062306	4102	1760
C22	58	100062306	4100	2244
C22	59	100062306	4086	2760
C22	60	100062306	4062	3276
Check10	55	100063556	1960	293
Check10	56	100063556	1951	790
Check10	57	100063556	1937	1276
Check10	58	100063556	1924	1768
Check10	59	100063556	1904	2281
Check10	60	100063556	1884	2776
Check10	61	100063556	1880	3287
C23	59	100068027	213	1105
C23	60	100068027	201	1584
C23	61	100068027	184	2099
C23	62	100068027	178	2581
C23	63	100068027	161	3053
C24	60	100069203	3734	1408
C24	61	100069203	3727	1913
C24	62	100069203	3726	2420
C24	63	100069203	3712	2936
C24	64	100069203	3711	3451
Check11	60	100069204	2847	508
Check11	61	100069204	2832	1019
Check11	62	100069204	2832	1525
Check11	63	100069204	2824	2037
Check11	64	100069204	2819	2559
Check11	65	100069204	2811	3077
Check11	66	100069204	2790	3578
C25	61	100070414	666	289
C25	62	100070414	666	780
C25	63	100070414	663	1267
C25	64	100070414	654	1792
C25	65	100070414	647	2316
C25	66	100070414	628	2804
C25	67	100070414	619	3313
C26	61	100070415	4039	22
C26	62	100070415	4047	533
C26	63	100070415	4049	1059
C26	64	100070415	4041	1581
C26	65	100070415	4026	2101
C26	66	100070415	4008	2613
C26	67	100070415	4001	3140
Check12	63	100072408	2657	57
Check12	64	100072408	2643	587
Check12	65	100072408	2627	1118
Check12	66	100072408	2613	1627
Check12	67	100072408	2607	2153
Check12	68	100072408	2592	2681
Check12	69	100072408	2585	3214
C27	65	100073931	314	458
C27	66	100073931	300	959
C27	67	100073931	294	1483
C27	68	100073931	272	2019
C27	69	100073931	262	2553
C27	70	100073931	245	3081
C27	71	100073931	233	3600
C28	65	100073932	4347	463
C28	66	100073932	4335	978
C28	67	100073932	4333	1505
C28	68	100073932	4319	2026
C28	69	100073932	4314	2555
C28	70	100073932	4303	3075
C28	71	100073932	4294	3597
C29	74	100083433	199	64
C29	75	100083433	195	577
C29	76	100083433	174	1078
C29	77	100083433	148	1626
C29	78	100083433	126	2142
C29	79	100083433	97	2674
C29	80	100083433	84	3245
C30	74	100083434	4671	268
C30	75	100083434	4675	813
C30	76	100083434	4671	1335
C30	77	100083434	4668	1843
C30	78	100083434	4660	2411
C30	79	100083434	4655	2953
C30	80	100083434	4667	3477
C31	78	100088343	4310	39
C31	79	100088343	4308	621
C31	80	100088343	4294	1193
C31	81	100088343	4289	1812
C31	82	100088343	4274	2391
C31	83	100088343	4264	2980
C31	84	100088343	4254	3573
Check13	78	100088344	1876	455
Check13	79	100088344	1860	989
Check13	80	100088344	1837	1542
Check13	81	100088344	1827	2082
Check13	82	100088344	1815	2629
Check13	83	100088344	1807	3172
C32	80	100090888	731	551
C32	81	100090888	732	1098
C32	82	100090888	714	1669
C32	83	100090888	704	2233
C32	84	100090888	691	2807
C32	85	100090888	745	3192
C33	80	100090889	4593	560
C33	81	100090889	4594	1179
C33	82	100090889	4577	1755
C33	83	100090889	4567	2341
C33	84	100090889	4556	2931
C33	85	100090889	4605	3306
